row_id	course	dialogue_id	speaker	turn	id_target	id_ko	id_roman	id_note	ms_target	ms_ko	ms_roman	ms_note
l1_d01_t01	1	대화01	A	1	Halo, selamat pagi.	안녕, 좋은 아침.	할로, 슬라맛 빠기.	selamat pagi = 좋은 아침 (5-10시)	Helo, selamat pagi.	안녕, 좋은 아침.	헬로, 슬라맛 빠기.	selamat pagi = 좋은 아침 (5-10시)
l1_d01_t02	1	대화01	B	2	Pagi! Apa kabar?	좋은 아침! 잘 지내?	빠기! 아빠 까바르?	apa kabar = 안부 묻기 표준	Pagi! Apa khabar?	좋은 아침! 잘 지내?	빠기! 아빠 카바르?	apa khabar = 안부 (말레이 철자, kabar는 인니)
l1_d01_t03	1	대화01	A	3	Baik, terima kasih. Kamu?	좋아, 고마워. 너는?	바익, 뜨리마 까시. 까무?	baik = 좋다	Baik, terima kasih. Awak?	좋아, 고마워. 너는?	바익, 뜨리마 까시. 아왁?	baik = 좋다, awak = 너 (말레이 표준)
l1_d01_t04	1	대화01	B	4	Baik juga.	나도 좋아.	바익 주가.	juga = 또한, 도	Baik juga.	나도 좋아.	바익 주가.	juga = 또한, 도
l1_d01_t05	1	대화01	A	5	Senang bertemu kamu.	만나서 반가워.	스낭 브르뜨무 까무.	bertemu = 만나다	Senang berjumpa awak.	만나서 반가워.	스낭 브르줌빠 아왁.	berjumpa = 만나다 (말레이, bertemu도 OK)
l1_d01_t06	1	대화01	B	6	Senang bertemu juga.	나도 반가워.	스낭 브르뜨무 주가.		Senang berjumpa juga.	나도 반가워.	스낭 브르줌빠 주가.	
l1_d02_t01	1	대화02	A	1	Nama saya Min-jun.	제 이름은 민준.	나마 사야 민준.	nama = 이름, saya = 저 (정중)	Nama saya Min-jun.	제 이름은 민준.	나마 사야 민준.	nama = 이름, saya = 저 (정중)
l1_d02_t02	1	대화02	B	2	Saya Sari. Senang berkenalan.	저는 사리. 알게 되어 반가워요.	사야 사리. 스낭 브르끄날란.	berkenalan = 알게 되다	Saya Aina. Senang berkenalan.	저는 아이나. 알게 되어 반가워요.	사야 아이나. 스낭 브르끄날란.	berkenalan = 알게 되다
l1_d02_t03	1	대화02	A	3	Saya dari Korea.	저는 한국에서.	사야 다리 꼬레아.	dari = ~에서	Saya dari Korea.	저는 한국에서.	사야 다리 꼬레아.	dari = ~에서
l1_d02_t04	1	대화02	B	4	Wah, saya dari Indonesia, Jakarta.	와, 저는 인도네시아 자카르타.	와, 사야 다리 인도네시아, 자카르타.	wah = 감탄사	Wah, saya dari Malaysia, Kuala Lumpur.	와, 저는 말레이시아 KL.	와, 사야 다리 말레이시아, 꾸알라 룸뿌르.	wah = 감탄사, KL = Kuala Lumpur 수도
l1_d02_t05	1	대화02	A	5	Berapa umur kamu?	몇 살이에요?	브라빠 우무르 까무?	umur = 나이	Berapa umur awak?	몇 살이에요?	브라빠 우무르 아왁?	umur = 나이
l1_d02_t06	1	대화02	B	6	Saya dua puluh tujuh tahun.	저는 27살.	사야 두아 뿔루 뚜주 따훈.	tahun = 년/살	Saya dua puluh tujuh tahun.	저는 27살.	사야 두아 뿔루 뚜주 따훈.	tahun = 년/살
l1_d03_t01	1	대화03	A	1	Terima kasih banyak.	정말 감사해요.	뜨리마 까시 바냑.	terima kasih = 감사, banyak = 많이	Terima kasih banyak.	정말 감사해요.	뜨리마 까시 바냑.	terima kasih = 감사, banyak = 많이
l1_d03_t02	1	대화03	B	2	Sama-sama.	천만에요.	사마 사마.	천만에 대답 표준	Sama-sama.	천만에요.	사마 사마.	천만에 대답 표준
l1_d03_t03	1	대화03	A	3	Tanpa kamu, aku bingung.	당신 없이 못 했어.	딴빠 까무, 아꾸 빙웅.	tanpa = 없이, bingung = 혼란	Tanpa awak, saya bingung.	당신 없이 못 했어요.	딴빠 아왁, 사야 빙웅.	tanpa = 없이, bingung = 혼란
l1_d03_t04	1	대화03	B	4	Tidak apa-apa.	괜찮아요.	띠닥 아빠 아빠.	괜찮다 표준	Tak apa.	괜찮아요.	딱 아빠.	tak apa = 괜찮다 (말레이 표준)
l1_d03_t05	1	대화03	A	5	Saya hutang budi.	신세 졌어요.	사야 후땅 부디.	hutang budi = 신세 (관용)	Saya hutang budi.	신세 졌어요.	사야 후땅 부디.	hutang budi = 신세 (말레이/인니 공통)
l1_d03_t06	1	대화03	B	6	Lain kali kita ngopi.	다음에 커피 한잔.	라인 깔리 끼따 응오삐.	ngopi = 커피 한잔 (구어 동사)	Lain kali kita ngopi.	다음에 커피 한잔.	라인 깔리 끼따 응오삐.	ngopi = 커피 한잔 (말레이/인니 구어)
l1_d04_t01	1	대화04	A	1	Maaf, saya terlambat.	미안, 늦었어.	마앞, 사야 뜨를람밧.	terlambat = 늦다	Maaf, saya lewat.	미안, 늦었어요.	마앞, 사야 레왓.	lewat = 늦다 (말레이 표준, terlambat은 인니)
l1_d04_t02	1	대화04	B	2	Tidak apa-apa.	괜찮아.	띠닥 아빠 아빠.		Tak apa.	괜찮아.	딱 아빠.	
l1_d04_t03	1	대화04	A	3	Macet sekali.	엄청 막혀.	마쩻 스깔리.	macet = 막히다, sekali = 매우	Jam teruk.	엄청 막혀.	잠 뜨룩.	jam = 막히다 (영어 차용), teruk = 심한
l1_d04_t04	1	대화04	B	4	Iya, Jakarta begitu.	응, 자카르타 그렇지.	이야, 자카르타 브기뚜.	begitu = 그렇게	Ya, KL macam tu.	응, KL 그렇지.	야, 께엘 마짬 뚜.	macam tu = 그렇게 (말레이 구어)
l1_d04_t05	1	대화04	A	5	Lain kali lebih awal.	다음엔 더 일찍.	라인 깔리 르비 아왈.	lebih = 더, awal = 일찍	Lain kali lebih awal.	다음엔 더 일찍.	라인 깔리 르비 아왈.	lebih = 더, awal = 일찍
l1_d04_t06	1	대화04	B	6	Sudah, lupakan.	됐어, 잊어.	수다, 루빠깐.	sudah = 이미/됐다, lupakan = 잊다	Dah, lupakan.	됐어, 잊어.	다, 루빠깐.	dah = 이미/됐다 (말레이 구어, sudah)
l1_d05_t01	1	대화05	A	1	Jam berapa sekarang?	지금 몇 시?	잠 브라빠 스까랑?	jam = 시, sekarang = 지금	Pukul berapa sekarang?	지금 몇 시?	뿌꿀 브라빠 스까랑?	pukul = 시 (말레이 표준, jam도 사용)
l1_d05_t02	1	대화05	B	2	Jam tujuh malam.	저녁 7시.	잠 뚜주 말람.	malam = 밤, tujuh = 7	Pukul tujuh malam.	저녁 7시.	뿌꿀 뚜주 말람.	malam = 밤, tujuh = 7
l1_d05_t03	1	대화05	A	3	Hari ini hari apa?	오늘 무슨 요일?	하리 이니 하리 아빠?	hari = 날/요일	Hari ini hari apa?	오늘 무슨 요일?	하리 이니 하리 아빠?	hari = 날/요일
l1_d05_t04	1	대화05	B	4	Hari Senin.	월요일.	하리 스닌.	Senin = 월요일	Hari Isnin.	월요일.	하리 이스닌.	Isnin = 월요일 (말레이, Senin은 인니)
l1_d05_t05	1	대화05	A	5	Kita bertemu jam delapan, ya?	8시에 만나, 응?	끼따 브르뜨무 잠 들라빤, 야?	delapan = 8	Kita berjumpa pukul lapan, ya?	8시에 만나, 응?	끼따 브르줌빠 뿌꿀 라빤, 야?	lapan = 8 (말레이, delapan은 인니)
l1_d05_t06	1	대화05	B	6	Oke, sampai nanti.	오케이, 이따 봐.	오께, 삼빠이 난띠.	sampai nanti = 이따 봐	Okay, jumpa nanti.	오케, 이따 봐.	오케이, 줌빠 난띠.	jumpa nanti = 이따 봐 (말레이)
l1_d06_t01	1	대화06	A	1	Permisi, hotel Sahid di mana?	저기, 사힛 호텔 어디?	쁘르미시, 호뗄 사힛 디 마나?	permisi = 저기/실례, di mana = 어디	Maaf, hotel Royale di mana?	저기, Royale 호텔 어디?	마앞, 호뗄 로얄 디 마나?	maaf = 저기/실례 (말레이, permisi는 인니)
l1_d06_t02	1	대화06	B	2	Lurus, lalu belok kanan.	직진, 그리고 우회전.	루루스, 랄루 블록 까난.	lurus = 직진, belok = 회전, kanan = 오른쪽	Lurus, kemudian belok kanan.	직진, 그리고 우회전.	루루스, 끄무디안 블록 까난.	kemudian = 그리고 (말레이 격식, lalu)
l1_d06_t03	1	대화06	A	3	Jauh tidak?	멀어요?	자우 띠닥?	jauh = 멀다	Jauh tak?	멀어요?	자우 딱?	jauh = 멀다
l1_d06_t04	1	대화06	B	4	Sekitar lima menit jalan kaki.	걸어서 5분쯤.	스끼따르 리마 므닛 잘란 까끼.	sekitar = 약, jalan kaki = 도보	Lebih kurang lima minit jalan kaki.	걸어서 5분쯤.	르비 꾸랑 리마 미닛 잘란 까끼.	lebih kurang = 약 (말레이, sekitar는 인니)
l1_d06_t05	1	대화06	A	5	Terima kasih banyak.	정말 감사.	뜨리마 까시 바냑.		Terima kasih banyak.	정말 감사.	뜨리마 까시 바냑.	
l1_d06_t06	1	대화06	B	6	Hati-hati di jalan.	조심히 가요.	하띠 하띠 디 잘란.	hati-hati = 조심 (reduplication)	Hati-hati di jalan.	조심히 가요.	하띠 하띠 디 잘란.	hati-hati = 조심 (reduplication)
l1_d07_t01	1	대화07	A	1	Berapa harga ini?	이거 얼마?	브라빠 하르가 이니?	harga = 가격	Berapa harga ini?	이거 얼마?	브라빠 하르가 이니?	harga = 가격
