row_id	course	dialogue_id	speaker	turn	id_target	id_ko	id_roman	id_note	ms_target	ms_ko	ms_roman	ms_note
l3_d06_t07	3	대화06	B	7	Dua puluh lima juta plus emas.	2500만 + 금.	두아 뿔루 리마 주따 플러스 으마스.	emas = 금	Lapan ribu ringgit plus emas.	RM 8000 + 금.	라빤 리부 링깃 플러스 으마스.	emas = 금, mahar 말레이 평균 5-10k RM
l3_d06_t08	3	대화06	A	8	Aku sudah siap amplop.	봉투 준비.	아꾸 수다 시압 암플롭.	amplop = 봉투	Saya dah sedia sampul.	봉투 준비.	사야 다 스디아 삼뿔.	sampul = 봉투 (말레이, amplop은 인니)
l3_d06_t09	3	대화06	B	9	Bapak senang banget.	아빠 매우 기뻐.	바빡 스낭 방엣.		Bapa gembira gila.	아빠 매우 기뻐.	바빠 금비라 길라.	gembira = 기쁘다 (말레이, senang은 양쪽)
l3_d06_t10	3	대화06	A	10	Resepsi sore ya?	피로연 오후?	르세쁘시 소레 야?	resepsi = 피로연	Resepsi petang ya?	피로연 오후?	르세쁘시 쁘땅 야?	resepsi = 피로연, petang = 오후
l3_d06_t11	3	대화06	B	11	Iya, di hotel Sahid.	사힛 호텔.	이야, 디 호뗄 사힛.		Ya, di hotel Royale.	Royale 호텔.	야, 디 호뗄 로얄.	
l3_d06_t12	3	대화06	A	12	Tamu berapa?	손님?	따무 브라빠?	tamu = 손님	Tetamu berapa?	손님?	뜨따무 브라빠?	tetamu = 손님 (말레이, tamu은 양쪽)
l3_d06_t13	3	대화06	B	13	300 orang. Adat Jawa.	300명. 자바식.	띠가 라뚜스 오랑. 아닷 자와.	adat = 전통, Jawa = 자바	300 orang. Adat Melayu.	300명. 말레이식.	띠가 라뚜스 오랑. 아닷 멀라유.	adat = 전통, Melayu = 말레이족 (말레이, Jawa는 인니 자바)
l3_d06_t14	3	대화06	A	14	Aku belajar adat semalam.	어제 배움.	아꾸 블라자르 아닷 스말람.	semalam = 어젯밤	Saya belajar adat semalam.	어제 배움.	사야 블라자르 아닷 스말람.	semalam = 어제 (말레이)
l3_d07_t01	3	대화07	B	1	Min-jun, ibumu udah terima aku?	어머니 받아들였어?	민준, 이부무 우다 뜨리마 아꾸?	ibumu = ibu+mu	Min-jun, Mak awak dah terima saya?	어머니 받아들였어?	민준, 막 아왁 다 뜨리마 사야?	
l3_d07_t02	3	대화07	A	2	Ibu masih awkward.	어색해하셔.	이부 마시 어쿼드.	awkward = 영어 차용	Mak masih awkward.	어색해하셔.	막 마시 어쿼드.	awkward = 영어 차용
l3_d07_t03	3	대화07	B	3	Karena saya non-Korea?	한국인 X 라서?	까르나 사야 논 꼬레아?	saya = 정중 1인칭	Sebab saya bukan orang Korea?	한국인 X 라서?	스밥 사야 부깐 오랑 꼬레아?	saya = 정중 1인칭
l3_d07_t04	3	대화07	A	4	Bukan, lebih ke agama.	종교 때문.	부깐, 르비 끄 아가마.		Bukan, lebih kepada agama.	종교 때문.	부깐, 르비 끄빠다 아가마.	kepada = ~에 (말레이, ke는 양쪽)
l3_d07_t05	3	대화07	B	5	Aku pakai dress aja, nggak hijab.	드레스만, hijab X.	아꾸 빠까이 드레스 아자, 응각 히잡.	dress = 영어 차용	Saya pakai dress je, tak hijab.	드레스만, hijab X.	사야 빠까이 드레스 즈, 딱 히잡.	dress = 영어 차용, hijab = 무슬림 베일
