row_id	course	dialogue_id	speaker	turn	id_target	id_ko	id_roman	id_note	ms_target	ms_ko	ms_roman	ms_note
l5_d12_t03	5	대화12	A	3	Pemula. Hangeul belum lancar.	초급. 한글 아직.	쁘물라. 한글 블룸 란짜르.	pemula = 초보, lancar = 능숙한	Pemula. Hangeul belum lancar.	초급. 한글 아직.	쁘물라. 한글 블룸 란짜르.	pemula = 초보, lancar = 능숙한
l5_d12_t04	5	대화12	B	4	Aku juga belajar! Bareng?	나도! 같이?	아꾸 주가 블라자르! 바릉?		Saya pun belajar! Sama-sama?	나도! 같이?	사야 뿐 블라자르! 사마 사마?	
l5_d12_t05	5	대화12	A	5	Boleh! Schedule weekend.	좋아! 주말 schedule.	볼레! 스케줄 위켄드.	schedule = 영어	Boleh! Schedule weekend.	좋아! 주말.	볼레! 스케줄 위켄드.	schedule = 영어
l5_d12_t06	5	대화12	B	6	Sabtu pagi. Lokasi mana?	토요일 아침. 어디?	삽뚜 빠기. 로까시 마나?	lokasi = 위치	Sabtu pagi. Lokasi mana?	토요일 아침. 어디?	삽뚜 빠기. 로까시 마나?	lokasi = 위치
l5_d12_t07	5	대화12	A	7	Korea Foundation, Senayan.	Korea Foundation, Senayan.	꼬레아 파운데이션, 스나얀.		Korea Foundation, Mid Valley.	Korea Foundation, Mid Valley.	꼬레아 파운데이션, 미드 밸리.	Korea Foundation Mid Valley = KL 한국어 기관 (Senayan은 자카르타)
l5_d12_t08	5	대화12	B	8	Free atau bayar?	무료? 유료?	프리 아따우 바야르?	free = 영어	Free atau bayar?	무료? 유료?	프리 아따우 바야르?	free = 영어
l5_d12_t09	5	대화12	A	9	Bayar, tapi murah, 500K.	유료, 50만 루피아.	바야르, 따삐 무라, 리마 라뚜스 까.		Bayar, tapi murah, RM 250.	유료, RM 250.	바야르, 따삐 무라, 알엠 두아 라뚜스 리마 뿔루.	RM = ringgit (500K rupiah는 인니)
l5_d12_t10	5	대화12	B	10	Worth it. Sekalian belajar K-drama.	worth it. K-drama 도.	워스 잇. 스깔리안 블라자르 케이드라마.		Berbaloi. Sekali gus belajar K-drama.	worth it. K-drama 도.	브르발로이. 스깔리 구스 블라자르 케이드라마.	berbaloi = 가치있다 (말레이, worth it은 영어)
l5_d12_t11	5	대화12	A	11	Setelah kelas, makan kimbap?	수업 후 김밥?	스뜰라 끌라스, 마깐 김밥?		Selepas kelas, makan kimbap?	수업 후 김밥?	슬르빠스 끌라스, 마깐 김밥?	
l5_d12_t12	5	대화12	B	12	Pasti! Sampai Sabtu.	꼭! 토요일.	빠스띠! 삼빠이 삽뚜.		Mestilah! Jumpa Sabtu.	꼭!	메스띨라! 줌빠 삽뚜.	
l5_d13_t01	5	대화13	B	1	Aku join K-pop dance studio Jakarta.	K-pop 댄스 스튜디오 가입.	아꾸 조인 케이팝 댄스 스튜디오 자카르타.	join = 영어	Saya join K-pop dance studio KL.	KL K-pop 댄스 가입.	사야 조인 케이팝 댄스 스튜디오 께엘.	join = 영어
l5_d13_t02	5	대화13	A	2	Wah, lagi belajar choreo apa?	어떤 안무 배워?	와, 라기 블라자르 안무 아빠?	choreo = 안무	Wah, tengah belajar choreo apa?	어떤 안무?	와, 뜨응아 블라자르 안무 아빠?	choreo = 안무
l5_d13_t03	5	대화13	B	3	Standing Next to You by Jungkook.	Jungkook Standing Next to You.	스탠딩 넥스트 투 유 바이 정국.		Standing Next to You by Jungkook.	Jungkook.	스탠딩 넥스트 투 유 바이 정국.	
l5_d13_t04	5	대화13	A	4	Susah banget kayaknya.	어려울 듯.	수사 방엣 까야꺄.		Susah gila nampaknya.	어려울 듯.	수사 길라 남빡냐.	nampaknya = ~듯하다 (말레이, kayaknya는 인니)
